Sector,Project Name,Project Name_English,Analysis,Analysis Information Extracted,Type,Type English,URL,Date,File Size,Document_ID,Project_ID,Feasibility Study Type,Recommendation,Description of Recommendation,Feasibility_Study_Complete,EIIR_Estimated,EIIR_Above_Viable,Climate Change Mentioned,LLM Model Used
Budovy,Reforma súdnej mapy v Bratislave (aktualizácia pred podpisom zmluvy),Reform of the court map in Bratislava (update before signing the contract),,,štúdia uskutočniteľnosti,feasibility study,https://web.ac-mssr.sk/investicne-projekty/,,,3.053,SLK_BD-003,Complex File | Broken link on Website,,,,,,,
Budovy,Reforma súdnej mapy v Bratislave (aktualizácia),Reform of the court map in Bratislava (update),,,Aktualizovaná štúdia,Updated study,https://web.ac-mssr.sk/investicne-projekty/,,,3.054,SLK_BD-005,,,,,,,,
Budovy,Rekonštrukcia kaštieľa v Rusovciach (aktualizácia pred podpisom zmluvy),Reconstruction of the mansion in Rusovce (update before signing the contract),,,Aktualizovaná štúdia,Updated study,https://www.vlada.gov.sk/dokumenty-uv-sr/,,,3.055,SLK_BD-006,,,,,,,,
Budovy,Rekonštrukcia Nemocnice Poprad (aktualizácia pred podpisom zmluvy),Reconstruction of the Poprad Hospital (update before signing the contract),,,štúdia uskutočniteľnosti,feasibility study,https://www.nemocnicapp.sk/?p=22205,,,3.056,SLK_BD-010,Complex File | Website,,,,,,,
Budovy,Výstavba novej univerzitnej nemocnice v Martine (aktualizácia č.2),Construction of a new university hospital in Martin (update no. 2),,,Štúdia uskutočniteľnosti,Feasibility study,https://www.unm.sk/univerzitna-nemocnica-sv-martina,,,3.057,SLK_BD-012,Complex File | Website,,,,,,,
Budovy,Východoslovenský onkologický ústav,Eastern Slovak Institute of Oncology,,,štúdia uskutočniteľnosti,feasibility study,https://www.vou.sk/studia-uskutocnitelnosti/,,,3.058,SLK_BD-014,"XLSX | Complex File | URL pointing to Various PDFs including XLSX, Docs, Maps and Tables",,,,,,,
Budovy,Obnova areálu Rastislavova UNLP,Renewal of the Rastislavova UNLP campus,,,štúdia uskutočniteľnosti,feasibility study,https://www.unlp.sk/o-nasej-nemocnici/otvorena-nemocnica/projekty/,,,3.059,SLK_BD-015,"XLSX | Complex File | URL pointing to Various PDFs including XLSX, Docs, Maps and Tables",,,,,,,
Budovy,Rekonštrukcia Nemocnice Poprad (aktualizácia),Reconstruction of the Poprad Hospital (update),,,štúdia uskutočniteľnosti,feasibility study,https://www.nemocnicapp.sk/?p=21783,,,3.06,SLK_BD-016,Complex File | Website,,,,,,,
Budovy,Koncepcia rozvoja Univerzitnej nemocnice L. Pasteura Košice,Development concept of the L. Pasteur University Hospital in Košice,,,štúdia uskutočniteľnosti,feasibility study,https://www.unlp.sk/o-nasej-nemocnici/otvorena-nemocnica/projekty/,,,3.061,SLK_BD-017,"XLSX | Complex File | URL pointing to Various PDFs including XLSX, Docs, Maps and Tables",,,,,,,
Budovy,Rekonštrukcia Nemocnice Poprad,Reconstruction of Poprad Hospital,,,štúdia uskutočniteľnosti,feasibility study,https://www.nemocnicapp.sk/?cat=231,,,3.062,SLK_BD-018,Complex File | Website,,,,,,,
Budovy,Smart Green Hospital Prešov,Smart Green Hospital Prešov,,,štúdia uskutočniteľnosti,feasibility study,https://www.fnsppresov.sk/aktuality/zverejnenie-studie-uskutocnitelnosti/,,,3.063,SLK_BD-020,Complex File | URL pointing to Various PDFs including Maps and Tables,,,,,,,
Budovy,Národný ústav detských chorôb - koncepcia rozvoja na najbližších 15 rokov,National Institute of Children's Diseases - development concept for the next 15 years,,,štúdia uskutočniteľnosti,feasibility study,https://nudch.eu/analyza_rozvoja,,,3.064,SLK_BD-021,Complex File | Website,,,,,,,
Budovy,Reforma súdnej mapy v Bratislave,Reform of the court map in Bratislava,,,štúdia uskutočniteľnosti,feasibility study,https://web.ac-mssr.sk/investicne-projekty/,,,3.065,SLK_BD-022,Complex File | Broken link on Website,,,,,,,
Budovy,Rozvoj fakultnej nemocnice Trnava,Development of the Trnava Faculty Hospital,,,štúdia uskutočniteľnosti,feasibility study,https://fntt.sk/o-nemocnici/rozvoj-nemocnice/,,,3.066,SLK_BD-023,Complex File | URL pointing to Various PDFs including Maps and Tables,,,,,,,
Budovy,Rozvoj Fakultnej nemocnice s poliklinikou F.D. Roosevelta Banská Bystrica,Development of the Faculty Hospital with polyclinic F.D. Roosevelt Banská Bystrica,,,štúdia uskutočniteľnosti,feasibility study,https://www.fnspfdr.sk/zverejnujeme-studiu-uskutocnitelnosti/,,,3.067,SLK_BD-026,Complex File | Website,,,,,,,
Budovy,"Zjednotenie priestorov Ministerstva investícií, regionálneho rozvoja a informatizácie Slovenskej republiky","Unification of the premises of the Ministry of Investments, Regional Development and Informatization of the Slovak Republic",,,štúdia uskutočniteľnosti,feasibility study,https://www.mirri.gov.sk/ministerstvo/profil-verejneho-obstaravatela-na-webovom-sidle-uvo/vyzvy-k-zakazkam-na-ktore-sa-nevztahuje-posobnost-zakona-o-verejnom-obstaravani/,,,3.068,SLK_BD-027,"XLSX | Complex File | URL pointing to Various PDFs including XLSX, Docs, Maps and Tables",,,,,,,
Budovy,Výstavba novej univerzitnej nemocnice v Martine,Construction of a new university hospital in Martin,,,štúdia uskutočniteľnosti,feasibility study,https://www.jfmed.uniba.sk/pracoviska/ucelove-pracoviska/centrum-pre-podporu-vedy-vyskumu-a-vyvoja/projekty/,,,3.069,SLK_BD-029,Complex File | Broken link on Website,,,,,,,
Budovy,Rekonštrukcia Fakultnej nemocnice s poliklinikou v Banskej Bystrici,Reconstruction of the Faculty Hospital with Polyclinic in Banská Bystrica,,,štúdia uskutočniteľnosti,feasibility study,http://www.health.gov.sk/?izp-analyza-rekonstrukcia-fn-bb,,,3.07,SLK_BD-032,"XLSX | Complex File | URL pointing to Various PDFs including XLSX, Docs, Maps and Tables",,,,,,,
Doprava,Hodnota za peniaze v nákupe rýchlikových vozňov ZSSK,Value for money in the purchase of ZSSK express carriages,,,analýza,analysis,https://www.mfsr.sk/files/archiv/uhp/3370/76/Rychlikove-vozne-ZSSK_20170505_ed.pdf,05.05.2017,216 kB,1.001,SLK_DP-102,,,,,,,,
Doprava,R3 Tvrdošín – Nižná nad Oravou,R3 Tvrdošín – Nižná nad Oravou,,,analýza,analysis,https://www.mfsr.sk/files/archiv/uhp/3370/76/r3_tvrdosin_nizna_vfm_170620_clean.pdf,20.06.2017,930 kB,1.002,SLK_DP-101,,Positive,"The assessment states the project is economically rentable and ready for implementation. Reported BCR is 1.5 per the submitted CBA (1.37 after UHP MoF adjustments), and even with a one-third reduction in traffic the project remains viable (BCR = 1.14). Although traffic forecast risk is noted (assumes 57% of traffic diverts to the bypass), the recommendation is to proceed.",No,BCR 1.5 (submitted CBA); BCR 1.37 (after UHP adjustments); sensitivity BCR 1.14 with one-third lower traffic,Yes - BCR > 1 in the base case and in sensitivity analysis; the assessment explicitly deems the project economically rentable.,No,gpt-5
Doprava,R3 Tvrdošín – Nižná nad Oravou,R3 Tvrdošín – Nižná nad Oravou,,,analýza,analysis,https://www.mfsr.sk/files/archiv/uhp/3370/76/tvrdosin_nizna_CBA_upravy_MFSR_170627.xlsx,27.06.2017,1099 kB,1.003,SLK_DP-101,XLSX,,,,,,,
Doprava,R3 Tvrdošín – Nižná nad Oravou,R3 Tvrdošín – Nižná nad Oravou,,,Grafy a tabuľky,Graphs and tables,https://www.mfsr.sk/files/archiv/uhp/3370/76/tvrdosin_nizna_podkladove_data_MFSR_170627.xlsx,27.06.2017,21 kB,1.004,SLK_DP-101,XLSX,,,,,,,
Doprava,"R4, Severný obchvat Prešova","R4, Northern bypass of Prešov",,,analýza,analysis,https://www.mfsr.sk/files/archiv/uhp/3370/76/R4_Presov_VfM_stanovisko_20171220.pdf,21.12.2017,775 kB,1.005,SLK_DP-100,,,,,,,,
Doprava,"R2 Mýtna - Lovinobaňa, Tomášovce","R2 Mýtna - Lovinobaňa, Tomášovce",,,analýza,analysis,https://www.mfsr.sk/files/archiv/uhp/3370/76/r2_mytna_vfm_20180216.pdf,16.2.2018,284 kB,1.006,SLK_DP-099,,,,,,,,
Doprava,"Modernizácia cesty I/18 a I/74, Lipníky - Ubľa","Modernization of roads I/18 and I/74, Lipníky - Ubľa",,,stanovisko,opinion,https://www.mfsr.sk/files/archiv/uhp/3370/76/stanovisko_I18_I74_vfm_final.pdf,24.5.2018,962 kB,1.007,SLK_DP-098,,,,,,,,
Doprava,Implementácia TSI TAF/TAP na ŽSR,Implementation of the TAF/TAP TSI at ŽSR,,,stanovisko,opinion,https://www.mfsr.sk/files/archiv/27/Stanovisko_TSI_20181207_MIN.pdf,14.12.2018,508 kB,1.008,SLK_DP-096,,,,,,,,
Doprava,Vybudovanie infraštruktúry na kontrolu a prípravu vozového parku železničnej osobnej dopravy - Nové Zámky,Construction of infrastructure for control and preparation of railway passenger transport fleet - Nové Zámky,,,analýza,analysis,https://www.mfsr.sk/files/archiv/92/THU-NZ-ZSSK_hodnotenie_20190128.pdf,28.1.2019,292 kB,1.009,SLK_DP-095,,,,,,,,
Doprava,Modernizácia cesty I/75 Galanta – Nové Zámky,Modernization of the road I/75 Galanta – Nové Zámky,,,analýza,analysis,https://www.mfsr.sk/files/archiv/82/I-75Galanta-NoveZamky.pdf,29.1.2019,861 kB,1.01,SLK_DP-094,,,,,,,,
Doprava,"ŽSR, dostavba zriaďovacej stanice Žilina-Teplička a nadväzujúcej železničnej infraštruktúry v uzle Žilina","ŽSR, completion of the Žilina-Teplička establishment station and related railway infrastructure in the Žilina junction",,,analýza,analysis,https://www.mfsr.sk/files/archiv/43/Hodnotenie_UzolZA_20190305.pdf,7.3.2019,296 kB,1.011,SLK_DP-093,,,,,,,,
Doprava,Modernizácia elektronickej komunikačnej siete ŽSR,Modernization of the electronic communication network of ŽSR,,,analýza,analysis,https://www.mfsr.sk/files/archiv/67/Telematika_UHP_hodnotenie_20190514_stretnutie.pdf,15.5.2019,276 kB,1.012,SLK_DP-092,,,,,,,,
Doprava,"Modernizácia cesty I/68, Mníšek nad Popradom – Prešov","Modernization of road I/68, Mníšek nad Popradom – Prešov",,,analýza,analysis,https://www.mfsr.sk/files/archiv/52/stanovisko_I68_vfm_20190606.pdf,12.6.2019,197 kB,1.013,SLK_DP-091,,,,,,,,
Doprava,"ŽSR, Elektrifikácia trate Haniska – Veľká Ida – Moldava nad Bodvou mesto","ŽSR, Electrification of the line Haniska – Veľká Ida – Moldava nad Bodvou mesto",,,analýza,analysis,https://www.mfsr.sk/files/archiv/28/stanovisko_Haniska_UHP.pdf,23.8.2019,552 kB,1.014,SLK_DP-090,,,,,,,,
Doprava,Stavba úseku R2 Rožňava – Jablonov nad Turňou (tunel Soroška),Construction of section R2 Rožňava – Jablonov nad Turnňou (Soroška tunnel),,,analýza,analysis,https://www.mfsr.sk/files/archiv/42/r2_soroska_hodnotenieMFSR.pdf,29.12.2019,503 kB,1.015,SLK_DP-089,,Negative,"The Ministry of Finance assessment finds the project not socially profitable, with a benefit-cost ratio (BCR) of 0.78, dropping to about 0.74 after adjusting for vignette usage. It highlights significant unquantified environmental risks (tunnel through protected areas including NATURA 2000 and UNESCO caves, potential impacts on groundwater and cave systems), lacks key permits and secondary assessment under the Water Act, faces high geotechnical risk and potential cost overruns due to complex karst geology (51% poor or very poor rock quality), and is not eligible for EU funding due to an old EIA decision and low social return.",Not specified,BCR 0.74–0.78 (below 1.0),"No - The benefit-cost ratio is below 1.0 (0.74–0.78), indicating the project is not socially viable according to the assessment.",No,gpt-5
Doprava,Dostavba úseku D1 Lietavská Lúčka – Dubná Skala (tunel Višňové),Completion of section D1 Lietavská Lúčka – Dubná Skala (Višňové tunnel),,,analýza,analysis,https://www.mfsr.sk/files/archiv/65/stanovisko_visnove_mfsr_web.pdf,14.01.2020,257 kB,1.016,SLK_DP-088,,Positive,"The project is assessed as highly socially beneficial, with a benefit-cost ratio (BCR) estimated between 1.6 and 5.3. The completion of the project is considered crucial for traffic and necessary for the operation of the southern bypass of Žilina. The Ministry of Finance of the Slovak Republic recommends proceeding with the project, subject to certain improvements in procurement documentation and the use of qualitative criteria.",No,"BCR between 1.6 and 5.3 (main estimate 2.97, alternative estimate 5.3, conservative estimate 1.6)","Yes - The BCR is well above the viability threshold of 1.0, indicating strong economic justification for the project.",No,gpt-4.1
Doprava,Stavba úseku R2 Rožňava – Jablonov nad Turňou (tunel Soroška),Construction of section R2 Rožňava – Jablonov nad Turnňou (Soroška tunnel),,,Korekcia diaľničných známok,Correction of highway signs,https://www.mfsr.sk/files/archiv/36/korekcia_dialnicne_znamky_pub_mfsr.xlsx,10.02.2020,40 kB,1.017,SLK_DP-089,,,,,,,,
Doprava,Dostavba úseku D1 Lietavská Lúčka – Dubná Skala (tunel Višňové),Completion of section D1 Lietavská Lúčka – Dubná Skala (Višňové tunnel),,,Odhad nákladov na dokončenie D1 - Lietavská Lúčka ...,Cost estimate for completing D1 - Lietavská Lúčka ...,https://www.mfsr.sk/files/archiv/34/odhad_nakladov_d1_visnove_mfsr_2019.xlsx,10.02.2020,84 kB,1.018,SLK_DP-088,XLSX,,,,,,,
Doprava,Dostavba úseku D1 Lietavská Lúčka – Dubná Skala (tunel Višňové),Completion of section D1 Lietavská Lúčka – Dubná Skala (Višňové tunnel),,,analýza,analysis,https://www.mfsr.sk/files/archiv/2/simple_cba_d1_visnove_mfsr_2019.xlsx,10.02.2020,35 kB,1.019,SLK_DP-088,XLSX,,,,,,,
